0;0.995454;8885476;2;0
0;0.999492;5498656;1;0
0;0.997301;2723425;2;0
0;0.999246;8942589;5;0
0;0.999708;1813919;3;0
0;0.998531;1155954;3;0
0;0.995791;2520446;4;0
0;0.996209;1019761;5;0
0;0.996484;4690331;5;0
0;0.966518;1610410;3;0
0;0.953206;7182490;4;0
0;0.995195;5678263;3;0
0;0.998002;4006894;4;0
0;0.998403;2561898;1;0
0;0.995545;8944525;5;0
0;0.989833;7072119;4;0
0;0.998832;3760740;7;0
0;0.999249;3737815;7;0
0;0.999050;5482013;5;0
0;0.999249;2745763;7;0
0;0.999170;5328584;4;0
0;0.996507;1615860;3;0
0;0.996618;3322303;6;0
0;0.996108;3782940;5;0
0;0.995087;2677134;6;0
0;0.995837;5866575;5;0
0;0.999478;1794762;7;0
0;0.995413;1326327;7;0
0;0.998631;4767784;2;0
0;0.995039;6064054;1;0
0;0.995713;4687517;3;0
0;0.997596;5666707;7;0
0;0.996883;4856086;1;0
0;0.997399;1084818;6;0
0;0.996878;8506785;7;0
0;0.995026;5693168;2;0
0;0.998496;9462608;6;0
0;0.995413;4488981;5;0
0;0.995253;6586720;1;0
0;0.998381;4545566;6;0
0;0.997885;3567805;7;0
0;0.999684;7407700;2;0
0;0.999990;9427926;7;0
0;0.997092;1791540;5;0
0;0.995657;6598082;5;0
0;0.995500;3249880;7;0
0;0.995056;1306710;2;0
0;0.995681;4759266;2;0
0;0.998810;5055076;7;0
0;0.998156;4108674;4;0
0;0.998271;1150567;3;0
0;0.997159;1956645;2;0
0;0.995316;5420234;6;0
0;0.998367;1410714;7;0
0;0.995903;1449976;3;0
0;0.997399;4242411;4;0
0;0.997250;9822062;5;0
0;0.995270;1989003;3;0
0;0.998194;8654077;2;0
0;0.997389;3911835;1;0
0;0.997191;7463408;3;0
0;0.996533;5740776;5;0
0;0.996515;3608775;1;0
0;0.999663;6937906;4;0
0;0.997521;1057648;5;0
0;0.996145;4376310;6;0
0;0.997619;3206988;4;0
0;0.998509;8989481;2;0
0;0.997621;5343370;2;0
0;0.995476;7890113;2;0
0;0.996403;8211686;3;0
0;0.996150;5192354;7;0
0;0.999523;4983688;3;0
0;0.999515;1422038;7;0
0;0.995621;2049418;7;0
0;0.997055;8313716;1;0
0;0.998255;6520386;7;0
0;0.995126;9667958;1;0
0;0.959561;4434274;5;0
0;0.997937;1384027;4;0
0;0.997414;5053402;1;0
0;0.995497;2134781;6;0
0;0.996310;4709585;6;0
0;0.999022;8587249;4;0
0;0.959513;2697610;1;0
0;0.998189;3262899;6;0
0;0.998335;3790827;3;0
0;0.996887;8956919;5;0
0;0.995709;3710720;6;0
0;0.996097;5563023;6;0
0;0.996018;5563892;7;0
0;0.999599;9928780;3;0
0;0.997431;9572016;5;0
0;0.999376;3575540;1;0
0;0.816992;8295170;4;0
0;0.996289;4012699;2;0
